Date,Distributor,Hub,Inv.Value(RMB),Product Hierarchy - Brand,Store Group Channel,IDS GIV
2025-01-03,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,279605.76,H&S,MM,644.16
2025-01-03,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,279605.76,H&S,WS,0.0
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,269975.98,H&S,B Store,192.17
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,269975.98,H&S,CB,141.22
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,269975.98,H&S,CVS,509.77
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,269975.98,H&S,DCP,354.86
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,269975.98,H&S,DKS,30.42
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,269975.98,H&S,DMW,31.57
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,269975.98,H&S,DP.com,93.65
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,269975.98,H&S,EB,15.37
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,269975.98,H&S,Grocery & Others,275.68
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,269975.98,H&S,HSM,3781.9
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,269975.98,H&S,ICP,1521.44
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,269975.98,H&S,MM,771.51
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,269975.98,H&S,WS,841.67
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,261414.74,H&S,B Store,278.36
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,261414.74,H&S,CB,127.66
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,261414.74,H&S,CVS,450.61
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,261414.74,H&S,DCP,452.28
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,261414.74,H&S,DKS,30.3
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,261414.74,H&S,DMW,44.67
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,261414.74,H&S,DP.com,96.59
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,261414.74,H&S,EB,21.8
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,261414.74,H&S,Grocery & Others,355.56
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,261414.74,H&S,HSM,7959.97
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,261414.74,H&S,ICP,0.0
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,261414.74,H&S,MM,654.24
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,261414.74,H&S,WS,982.59
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,249960.12,H&S,B Store,210.86
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,249960.12,H&S,CB,169.65
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,249960.12,H&S,CVS,552.06
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,249960.12,H&S,DCP,367.08
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,249960.12,H&S,DKS,33.05
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,249960.12,H&S,DMW,45.22
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,249960.12,H&S,DP.com,140.28
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,249960.12,H&S,EB,23.51
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,249960.12,H&S,Grocery & Others,510.07
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,249960.12,H&S,HSM,8798.54
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,249960.12,H&S,ICP,0.0
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,249960.12,H&S,MM,677.62
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,249960.12,H&S,WS,1043.94
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,237388.24,H&S,B Store,247.57
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,237388.24,H&S,CB,162.01
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,237388.24,H&S,CVS,502.8
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,237388.24,H&S,DCP,523.12
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,237388.24,H&S,DKS,32.61
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,237388.24,H&S,DMW,65.45
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,237388.24,H&S,DP.com,94.96
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,237388.24,H&S,EB,20.83
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,237388.24,H&S,Grocery & Others,324.86
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,237388.24,H&S,HSM,8415.28
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,237388.24,H&S,ICP,0.0
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,237388.24,H&S,MM,917.26
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,237388.24,H&S,WS,976.03
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,225105.46,H&S,B Store,192.7
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,225105.46,H&S,CB,110.5
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,225105.46,H&S,CVS,447.24
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,225105.46,H&S,DCP,444.8
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,225105.46,H&S,DKS,27.36
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,225105.46,H&S,DMW,46.12
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,225105.46,H&S,DP.com,64.77
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,225105.46,H&S,EB,14.2
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,225105.46,H&S,Grocery & Others,371.07
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,225105.46,H&S,HSM,4146.93
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,225105.46,H&S,ICP,951.63
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,225105.46,H&S,MM,526.19
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,225105.46,H&S,WS,0.0
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,217761.95,H&S,B Store,140.96
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,217761.95,H&S,CB,107.4
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,217761.95,H&S,CVS,339.53
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,217761.95,H&S,DCP,311.67
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,217761.95,H&S,DKS,24.52
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,217761.95,H&S,DMW,53.37
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,217761.95,H&S,DP.com,79.39
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,217761.95,H&S,EB,22.14
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,217761.95,H&S,Grocery & Others,362.78
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,217761.95,H&S,HSM,6601.99
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,217761.95,H&S,ICP,0.0
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,217761.95,H&S,MM,748.8
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,217761.95,H&S,WS,1143.97
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,207825.43,H&S,B Store,160.05
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,207825.43,H&S,CB,104.69
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,207825.43,H&S,CVS,519.98
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,207825.43,H&S,DCP,325.67
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,207825.43,H&S,DKS,20.42
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,207825.43,H&S,DMW,34.88
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,207825.43,H&S,DP.com,110.34
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,207825.43,H&S,EB,13.59
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,207825.43,H&S,Grocery & Others,359.03
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,207825.43,H&S,HSM,4424.09
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,207825.43,H&S,ICP,2246.23
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,207825.43,H&S,MM,656.35
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,207825.43,H&S,WS,967.32
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,197882.8,H&S,B Store,166.67
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,197882.8,H&S,CB,162.78
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,197882.8,H&S,CVS,563.6
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,197882.8,H&S,DCP,333.54
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,197882.8,H&S,DKS,24.84
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,197882.8,H&S,DMW,46.96
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,197882.8,H&S,DP.com,107.45
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,197882.8,H&S,EB,17.66
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,197882.8,H&S,Grocery & Others,281.47
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,197882.8,H&S,HSM,5517.04
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,197882.8,H&S,ICP,0.0
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,197882.8,H&S,MM,755.84
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,197882.8,H&S,WS,533.79
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,189371.16,H&S,B Store,233.64
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,189371.16,H&S,CB,183.33
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,189371.16,H&S,CVS,576.68
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,189371.16,H&S,DCP,423.79
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,189371.16,H&S,DKS,31.68
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,189371.16,H&S,DMW,55.1
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,189371.16,H&S,DP.com,78.98
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,189371.16,H&S,EB,14.87
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,189371.16,H&S,Grocery & Others,504.81
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,189371.16,H&S,HSM,7968.94
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,189371.16,H&S,ICP,0.0
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,189371.16,H&S,MM,811.48
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,189371.16,H&S,WS,1307.15
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,177180.7,H&S,B Store,153.2
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,177180.7,H&S,CB,114.27
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,177180.7,H&S,CVS,627.34
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,177180.7,H&S,DCP,479.87
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,177180.7,H&S,DKS,26.0
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,177180.7,H&S,DMW,64.3
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,177180.7,H&S,DP.com,122.52
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,177180.7,H&S,EB,16.71
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,177180.7,H&S,Grocery & Others,538.53
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,177180.7,H&S,HSM,8647.17
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,177180.7,H&S,ICP,0.0
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,177180.7,H&S,MM,912.98
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,177180.7,H&S,WS,0.0
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,165477.79,H&S,B Store,218.56
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,165477.79,H&S,CB,146.57
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,165477.79,H&S,CVS,533.73
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,165477.79,H&S,DCP,423.94
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,165477.79,H&S,DKS,29.36
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,165477.79,H&S,DMW,62.2
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,165477.79,H&S,DP.com,106.98
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,165477.79,H&S,EB,14.9
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,165477.79,H&S,Grocery & Others,275.97
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,165477.79,H&S,HSM,7198.43
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,165477.79,H&S,ICP,0.0
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,165477.79,H&S,MM,642.22
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,165477.79,H&S,WS,0.0
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,155824.93,H&S,B Store,196.96
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,155824.93,H&S,CB,117.73
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,155824.93,H&S,CVS,451.83
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,155824.93,H&S,DCP,339.79
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,155824.93,H&S,DKS,30.0
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,155824.93,H&S,DMW,48.27
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,155824.93,H&S,DP.com,91.93
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,155824.93,H&S,EB,16.92
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,155824.93,H&S,Grocery & Others,410.37
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,155824.93,H&S,HSM,6387.44
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,155824.93,H&S,ICP,1267.38
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,155824.93,H&S,MM,597.27
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,155824.93,H&S,WS,0.0
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,145869.04,H&S,B Store,162.37
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,145869.04,H&S,CB,139.47
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,145869.04,H&S,CVS,483.09
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,145869.04,H&S,DCP,288.82
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,145869.04,H&S,DKS,27.99
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,145869.04,H&S,DMW,61.15
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,145869.04,H&S,DP.com,71.74
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,145869.04,H&S,EB,16.37
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,145869.04,H&S,Grocery & Others,373.76
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,145869.04,H&S,HSM,6359.42
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,145869.04,H&S,ICP,1796.87
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,145869.04,H&S,MM,893.02
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,145869.04,H&S,WS,0.0
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,135194.98,H&S,B Store,200.55
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,135194.98,H&S,CB,182.14
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,135194.98,H&S,CVS,728.18
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,135194.98,H&S,DCP,640.34
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,135194.98,H&S,DKS,28.35
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,135194.98,H&S,DMW,73.92
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,135194.98,H&S,DP.com,144.92
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,135194.98,H&S,EB,27.76
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,135194.98,H&S,Grocery & Others,449.41
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,135194.98,H&S,HSM,9792.49
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,135194.98,H&S,ICP,2101.46
