Date,Distributor,Hub,Inv.Value(RMB),Product Hierarchy - Brand,Store Group Channel,IDS GIV
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,8801.49,H&S,CVS,378.0
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,8801.49,H&S,DCP,211.29
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,8801.49,H&S,DKS,55.86
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,8801.49,H&S,DMW,122.62
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,8801.49,H&S,DP.com,103.32
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,8801.49,H&S,EB,10.84
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,8801.49,H&S,Grocery & Others,504.72
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,8801.49,H&S,HSM,6646.84
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,8801.49,H&S,ICP,0.0
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,8801.49,H&S,MM,559.19
2025-01-04,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,8801.49,H&S,WS,0.0
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,B Store,0.0
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CB,0.0
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CVS,0.0
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DCP,0.0
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DKS,0.0
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DMW,0.0
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DP.com,0.0
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,EB,0.0
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,Grocery & Others,0.0
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,HSM,0.0
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,ICP,0.0
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,MM,0.0
2025-01-05,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,WS,0.0
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,B Store,0.0
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CB,0.0
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CVS,0.0
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DCP,0.0
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DKS,0.0
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DMW,0.0
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DP.com,0.0
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,EB,0.0
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,Grocery & Others,0.0
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,HSM,0.0
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,ICP,0.0
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,MM,0.0
2025-01-06,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,WS,0.0
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,18817.03,H&S,B Store,153.95
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,18817.03,H&S,CB,321.79
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,18817.03,H&S,CVS,562.56
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,18817.03,H&S,DCP,446.7
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,18817.03,H&S,DKS,202.28
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,18817.03,H&S,DMW,130.41
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,18817.03,H&S,DP.com,167.01
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,18817.03,H&S,EB,32.55
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,18817.03,H&S,Grocery & Others,465.49
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,18817.03,H&S,HSM,14254.72
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,18817.03,H&S,ICP,0.0
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,18817.03,H&S,MM,936.96
2025-01-07,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,18817.03,H&S,WS,0.0
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,1142.61,H&S,B Store,9.42
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,1142.61,H&S,CB,12.24
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,1142.61,H&S,CVS,39.66
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,1142.61,H&S,DCP,20.91
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,1142.61,H&S,DKS,1.43
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,1142.61,H&S,DMW,5.44
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,1142.61,H&S,DP.com,10.94
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,1142.61,H&S,EB,2.57
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,1142.61,H&S,Grocery & Others,38.73
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,1142.61,H&S,HSM,949.21
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,1142.61,H&S,ICP,0.0
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,1142.61,H&S,MM,52.06
2025-01-08,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,1142.61,H&S,WS,0.0
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,B Store,0.0
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CB,0.0
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CVS,0.0
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DCP,0.0
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DKS,0.0
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DMW,0.0
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DP.com,0.0
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,EB,0.0
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,Grocery & Others,0.0
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,HSM,0.0
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,ICP,0.0
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,MM,0.0
2025-01-09,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,WS,0.0
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,B Store,0.0
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CB,0.0
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CVS,0.0
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DCP,0.0
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DKS,0.0
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DMW,0.0
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DP.com,0.0
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,EB,0.0
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,Grocery & Others,0.0
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,HSM,0.0
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,ICP,0.0
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,MM,0.0
2025-01-10,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,WS,0.0
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,B Store,0.0
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CB,0.0
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CVS,0.0
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DCP,0.0
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DKS,0.0
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DMW,0.0
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DP.com,0.0
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,EB,0.0
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,Grocery & Others,0.0
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,HSM,0.0
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,ICP,0.0
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,MM,0.0
2025-01-11,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,WS,0.0
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,B Store,0.0
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CB,0.0
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CVS,0.0
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DCP,0.0
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DKS,0.0
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DMW,0.0
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DP.com,0.0
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,EB,0.0
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,Grocery & Others,0.0
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,HSM,0.0
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,ICP,0.0
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,MM,0.0
2025-01-12,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,WS,0.0
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,B Store,0.0
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CB,0.0
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CVS,0.0
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DCP,0.0
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DKS,0.0
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DMW,0.0
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DP.com,0.0
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,EB,0.0
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,Grocery & Others,0.0
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,HSM,0.0
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,ICP,0.0
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,MM,0.0
2025-01-13,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,WS,0.0
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,15391.03,H&S,B Store,82.24
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,15391.03,H&S,CB,113.54
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,15391.03,H&S,CVS,470.83
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,15391.03,H&S,DCP,197.79
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,15391.03,H&S,DKS,67.65
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,15391.03,H&S,DMW,171.02
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,15391.03,H&S,DP.com,158.6
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,15391.03,H&S,EB,21.89
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,15391.03,H&S,Grocery & Others,746.99
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,15391.03,H&S,HSM,12676.59
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,15391.03,H&S,ICP,0.0
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,15391.03,H&S,MM,683.89
2025-01-14,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,15391.03,H&S,WS,0.0
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,B Store,0.0
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CB,0.0
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CVS,0.0
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DCP,0.0
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DKS,0.0
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DMW,0.0
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DP.com,0.0
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,EB,0.0
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,Grocery & Others,0.0
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,HSM,0.0
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,ICP,0.0
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,MM,0.0
2025-01-15,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,WS,0.0
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,B Store,0.0
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CB,0.0
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CVS,0.0
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DCP,0.0
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DKS,0.0
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DMW,0.0
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DP.com,0.0
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,EB,0.0
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,Grocery & Others,0.0
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,HSM,0.0
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,ICP,0.0
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,MM,0.0
2025-01-16,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,WS,0.0
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,B Store,0.0
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CB,0.0
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CVS,0.0
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DCP,0.0
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DKS,0.0
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DMW,0.0
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DP.com,0.0
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,EB,0.0
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,Grocery & Others,0.0
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,HSM,0.0
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,ICP,0.0
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,MM,0.0
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,WS,0.0
2025-01-18,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,B Store,0.0
